,City,County,State
12361,Shaftsburg,Shiawassee County,MI
12362,Shelby,Oceana County,MI
12363,Shelbyville,Allegan County,MI
12364,Shepherd,Isabella County,MI
12365,Sheridan,Montcalm County,MI
12366,Sherwood,Branch County,MI
12367,Shingleton,Alger County,MI
12368,Sidnaw,Houghton County,MI
12369,Sidney,Montcalm County,MI
12370,Silverwood,Lapeer County,MI
12371,Six Lakes,Montcalm County,MI
12372,Skandia,Marquette County,MI
12373,Skanee,Baraga County,MI
12374,Smiths Creek,Saint Clair County,MI
12375,Smyrna,Ionia County,MI
12376,Snover,Sanilac County,MI
12377,Sodus,Berrien County,MI
12378,Somerset,Hillsdale County,MI
12379,Somerset Center,Hillsdale County,MI
12380,South Boardman,Kalkaska County,MI
12381,South Branch,Ogemaw County,MI
12382,South Haven,Van Buren County,MI
12383,South Lyon,Oakland County,MI
12384,South Range,Houghton County,MI
12385,South Rockwood,Monroe County,MI
12386,Southfield,Oakland County,MI
12387,Southgate,Wayne County,MI
12388,Spalding,Menominee County,MI
12389,Sparta,Kent County,MI
12390,Spring Arbor,Jackson County,MI
12391,Spring Lake,Ottawa County,MI
12392,Springport,Jackson County,MI
12393,Spruce,Alcona County,MI
12394,Stambaugh,Iron County,MI
12395,Standish,Arenac County,MI
12396,Stanton,Montcalm County,MI
12397,Stanwood,Mecosta County,MI
12398,Stephenson,Menominee County,MI
12399,Sterling,Arenac County,MI
12400,Sterling Heights,Macomb County,MI
12401,Stevensville,Berrien County,MI
12402,Stockbridge,Ingham County,MI
12403,Strongs,Chippewa County,MI
12404,Sturgis,Saint Joseph County,MI
12405,Sumner,Gratiot County,MI
12406,Sunfield,Eaton County,MI
12407,Suttons Bay,Leelanau County,MI
12408,Swartz Creek,Genesee County,MI
12409,Tawas City,Iosco County,MI
12410,Taylor,Wayne County,MI
12411,Tecumseh,Lenawee County,MI
12412,Tekonsha,Calhoun County,MI
12413,Temperance,Monroe County,MI
12414,Thompsonville,Benzie County,MI
12415,Three Oaks,Berrien County,MI
12416,Three Rivers,Saint Joseph County,MI
12417,Tipton,Lenawee County,MI
12418,Toivola,Houghton County,MI
12419,Topinabee,Cheboygan County,MI
12420,Tower,Cheboygan County,MI
12421,Traverse City,Grand Traverse County,MI
12422,Trenary,Alger County,MI
12423,Trenton,Wayne County,MI
12424,Trout Creek,Ontonagon County,MI
12425,Trout Lake,Chippewa County,MI
12426,Troy,Oakland County,MI
12427,Trufant,Montcalm County,MI
12428,Turner,Arenac County,MI
12429,Tuscola,Tuscola County,MI
12430,Tustin,Osceola County,MI
12431,Twin Lake,Muskegon County,MI
12432,Twining,Arenac County,MI
12433,Ubly,Huron County,MI
12434,Union,Cass County,MI
12435,Union City,Branch County,MI
12436,Union Lake,Oakland County,MI
12437,Union Pier,Berrien County,MI
12438,Unionville,Tuscola County,MI
12439,University Center,Bay County,MI
12440,Utica,Macomb County,MI
12441,Vandalia,Cass County,MI
12442,Vanderbilt,Otsego County,MI
12443,Vassar,Tuscola County,MI
12444,Vermontville,Eaton County,MI
12445,Vernon,Shiawassee County,MI
12446,Vestaburg,Montcalm County,MI
12447,Vicksburg,Kalamazoo County,MI
12448,Vulcan,Dickinson County,MI
12449,Wabaningo,Muskegon County,MI
12450,Wakefield,Gogebic County,MI
12451,Waldron,Hillsdale County,MI
12452,Walhalla,Mason County,MI
12453,Walkerville,Oceana County,MI
12454,Wallace,Menominee County,MI
12455,Walled Lake,Oakland County,MI
12456,Walloon Lake,Charlevoix County,MI
12457,Warren,Macomb County,MI
12458,Washington,Macomb County,MI
12459,Waterford,Oakland County,MI
12460,Waters,Otsego County,MI
12461,Watersmeet,Gogebic County,MI
12462,Watervliet,Berrien County,MI
12463,Watton,Baraga County,MI
12464,Wayland,Allegan County,MI
12465,Wayne,Wayne County,MI
12466,Webberville,Ingham County,MI
12467,Weidman,Isabella County,MI
12468,Wells,Delta County,MI
12469,Wellston,Manistee County,MI
12470,West Bloomfield,Oakland County,MI
12471,West Branch,Ogemaw County,MI
12472,West Olive,Ottawa County,MI
12473,Westland,Wayne County,MI
12474,Weston,Lenawee County,MI
12475,Westphalia,Clinton County,MI
12476,Wetmore,Alger County,MI
12477,Wheeler,Gratiot County,MI
12478,White Cloud,Newaygo County,MI
12479,White Lake,Oakland County,MI
12480,White Pigeon,Saint Joseph County,MI
12481,White Pine,Ontonagon County,MI
12482,Whitehall,Muskegon County,MI
12483,Whitmore Lake,Washtenaw County,MI
12484,Whittaker,Washtenaw County,MI
12485,Whittemore,Iosco County,MI
12486,Williamsburg,Grand Traverse County,MI
12487,Williamston,Ingham County,MI
12488,Willis,Washtenaw County,MI
12489,Wilson,Menominee County,MI
12490,Winn,Isabella County,MI
12491,Wixom,Oakland County,MI
12492,Wolverine,Cheboygan County,MI
12493,Woodland,Barry County,MI
12494,Wyandotte,Wayne County,MI
12495,Yale,Saint Clair County,MI
12496,Ypsilanti,Washtenaw County,MI
12497,Zeeland,Ottawa County,MI
12498,Ada,Norman County,MN
12499,Adams,Mower County,MN
12500,Adolph,Saint Louis County,MN
12501,Adrian,Nobles County,MN
12502,Afton,Washington County,MN
12503,Ah Gwah Ching,Cass County,MN
12504,Aitkin,Aitkin County,MN
12505,Akeley,Hubbard County,MN
12506,Albany,Stearns County,MN
12507,Albert Lea,Freeborn County,MN
12508,Alberta,Stevens County,MN
12509,Albertville,Wright County,MN
12510,Alborn,Saint Louis County,MN
12511,Alden,Freeborn County,MN
12512,Aldrich,Wadena County,MN
12513,Alexandria,Douglas County,MN
12514,Almelund,Chisago County,MN
12515,Alpha,Jackson County,MN
12516,Altura,Winona County,MN
12517,Alvarado,Marshall County,MN
12518,Amboy,Blue Earth County,MN
12519,Andover,Anoka County,MN
12520,Angle Inlet,Lake Of The Woods County,MN
12521,Angora,Saint Louis County,MN
12522,Angus,Polk County,MN
12523,Annandale,Wright County,MN
12524,Anoka,Anoka County,MN
12525,Appleton,Swift County,MN
12526,Arco,Lincoln County,MN
12527,Argyle,Marshall County,MN
12528,Arlington,Sibley County,MN
12529,Ashby,Grant County,MN
12530,Askov,Pine County,MN
12531,Atwater,Kandiyohi County,MN
12532,Audubon,Becker County,MN
12533,Aurora,Saint Louis County,MN
12534,Austin,Mower County,MN
12535,Avoca,Murray County,MN
12536,Avon,Stearns County,MN
12537,Babbitt,Saint Louis County,MN
12538,Backus,Cass County,MN
12539,Badger,Roseau County,MN
12540,Bagley,Clearwater County,MN
12541,Baker,Clay County,MN
12542,Balaton,Lyon County,MN
12543,Barnesville,Clay County,MN
12544,Barnum,Carlton County,MN
12545,Barrett,Grant County,MN
12546,Barry,Big Stone County,MN
12547,Battle Lake,Otter Tail County,MN
12548,Baudette,Lake Of The Woods County,MN
12549,Baxter,Crow Wing County,MN
12550,Bayport,Washington County,MN
12551,Beardsley,Big Stone County,MN
12552,Beaver Bay,Lake County,MN
12553,Beaver Creek,Rock County,MN
12554,Becker,Sherburne County,MN
12555,Bejou,Mahnomen County,MN
12556,Belgrade,Stearns County,MN
12557,Belle Plaine,Scott County,MN
12558,Bellingham,Lac Qui Parle County,MN
12559,Beltrami,Polk County,MN
12560,Belview,Redwood County,MN
12561,Bemidji,Beltrami County,MN
12562,Bena,Cass County,MN
12563,Benedict,Hubbard County,MN
12564,Benson,Swift County,MN
12565,Bertha,Todd County,MN
12566,Bethel,Anoka County,MN
12567,Big Falls,Koochiching County,MN
12568,Big Lake,Sherburne County,MN
12569,Bigelow,Nobles County,MN
12570,Bigfork,Itasca County,MN
12571,Bingham Lake,Cottonwood County,MN
12572,Birchdale,Koochiching County,MN
12573,Bird Island,Renville County,MN
12574,Biwabik,Saint Louis County,MN
12575,Blackduck,Beltrami County,MN
12576,Blomkest,Kandiyohi County,MN
12577,Blooming Prairie,Steele County,MN
12578,Blue Earth,Faribault County,MN
12579,Bluffton,Otter Tail County,MN
12580,Bock,Mille Lacs County,MN
12581,Borup,Norman County,MN
12582,Bovey,Itasca County,MN
12583,Bowlus,Morrison County,MN
12584,Bowstring,Itasca County,MN
12585,Boyd,Lac Qui Parle County,MN
12586,Braham,Isanti County,MN
12587,Brainerd,Crow Wing County,MN
12588,Brandon,Douglas County,MN
12589,Breckenridge,Wilkin County,MN
12590,Brewster,Nobles County,MN
12591,Bricelyn,Faribault County,MN
12592,Brimson,Saint Louis County,MN
12593,Britt,Saint Louis County,MN
12594,Brook Park,Pine County,MN
12595,Brooks,Red Lake County,MN
12596,Brookston,Saint Louis County,MN
12597,Brooten,Stearns County,MN
12598,Browerville,Todd County,MN
12599,Browns Valley,Traverse County,MN
12600,Brownsdale,Mower County,MN
12601,Brownsville,Houston County,MN
12602,Brownton,Mcleod County,MN
12603,Bruno,Pine County,MN
12604,Buckman,Morrison County,MN
12605,Buffalo,Wright County,MN
12606,Buffalo Lake,Renville County,MN
12607,Buhl,Saint Louis County,MN
12608,Burnsville,Dakota County,MN
12609,Burtrum,Todd County,MN
12610,Butterfield,Watonwan County,MN
12611,Byron,Olmsted County,MN
12612,Caledonia,Houston County,MN
12613,Callaway,Becker County,MN
12614,Calumet,Itasca County,MN
12615,Cambridge,Isanti County,MN
12616,Campbell,Wilkin County,MN
12617,Canby,Yellow Medicine County,MN
12618,Cannon Falls,Goodhue County,MN
12619,Canton,Fillmore County,MN
12620,Canyon,Saint Louis County,MN
12621,Carlos,Douglas County,MN
12622,Carlton,Carlton County,MN
12623,Carver,Carver County,MN
12624,Cass Lake,Cass County,MN
12625,Castle Rock,Dakota County,MN
12626,Cedar,Anoka County,MN
12627,Center City,Chisago County,MN
12628,Ceylon,Martin County,MN
12629,Champlin,Hennepin County,MN
12630,Chandler,Murray County,MN
12631,Chanhassen,Carver County,MN
12632,Chaska,Carver County,MN
12633,Chatfield,Fillmore County,MN
12634,Chisago City,Chisago County,MN
12635,Chisholm,Saint Louis County,MN
12636,Chokio,Stevens County,MN
12637,Circle Pines,Anoka County,MN
12638,Clara City,Chippewa County,MN
12639,Claremont,Dodge County,MN
12640,Clarissa,Todd County,MN
12641,Clarkfield,Yellow Medicine County,MN
12642,Clarks Grove,Freeborn County,MN
12643,Clear Lake,Sherburne County,MN
12644,Clearbrook,Clearwater County,MN
12645,Clearwater,Wright County,MN
12646,Clements,Redwood County,MN
12647,Cleveland,Le Sueur County,MN
12648,Climax,Polk County,MN
12649,Clinton,Big Stone County,MN
12650,Clitherall,Otter Tail County,MN
12651,Clontarf,Swift County,MN
12652,Cloquet,Carlton County,MN
12653,Cohasset,Itasca County,MN
12654,Cokato,Wright County,MN
12655,Cold Spring,Stearns County,MN
12656,Coleraine,Itasca County,MN
12657,Collegeville,Stearns County,MN
12658,Cologne,Carver County,MN
12659,Comfrey,Brown County,MN
12660,Comstock,Clay County,MN
12661,Conger,Freeborn County,MN
12662,Cook,Saint Louis County,MN
12663,Correll,Big Stone County,MN
12664,Cosmos,Meeker County,MN
12665,Cottage Grove,Washington County,MN
12666,Cotton,Saint Louis County,MN
12667,Cottonwood,Lyon County,MN
12668,Courtland,Nicollet County,MN
12669,Crane Lake,Saint Louis County,MN
12670,Cromwell,Carlton County,MN
12671,Crookston,Polk County,MN
12672,Crosby,Crow Wing County,MN
12673,Crosslake,Crow Wing County,MN
12674,Crystal Bay,Hennepin County,MN
12675,Currie,Murray County,MN
12676,Cushing,Morrison County,MN
12677,Cyrus,Pope County,MN
12678,Dakota,Winona County,MN
12679,Dalbo,Isanti County,MN
12680,Dalton,Otter Tail County,MN
12681,Danube,Renville County,MN
12682,Danvers,Swift County,MN
12683,Darfur,Watonwan County,MN
12684,Darwin,Meeker County,MN
12685,Dassel,Meeker County,MN
12686,Dawson,Lac Qui Parle County,MN
12687,Dayton,Hennepin County,MN
12688,Deer Creek,Otter Tail County,MN
12689,Deer River,Itasca County,MN
12690,Deerwood,Crow Wing County,MN
12691,Delano,Wright County,MN
12692,Delavan,Faribault County,MN
12693,Dennison,Goodhue County,MN
12694,Dent,Otter Tail County,MN
12695,Detroit Lakes,Becker County,MN
12696,Dexter,Mower County,MN
12697,Dilworth,Clay County,MN
12698,Dodge Center,Dodge County,MN
12699,Donaldson,Kittson County,MN
12700,Donnelly,Stevens County,MN
12701,Dover,Olmsted County,MN
12702,Dovray,Murray County,MN
12703,Duluth,Saint Louis County,MN
12704,Dumont,Traverse County,MN
12705,Dundas,Rice County,MN
12706,Dunnell,Martin County,MN
12707,Eagle Bend,Todd County,MN
12708,Eagle Lake,Blue Earth County,MN
12709,East Grand Forks,Polk County,MN
12710,Easton,Faribault County,MN
12711,Echo,Yellow Medicine County,MN
12712,Eden Prairie,Hennepin County,MN
12713,Eden Valley,Meeker County,MN
12714,Edgerton,Pipestone County,MN
12715,Effie,Itasca County,MN
12716,Eitzen,Houston County,MN
12717,Elbow Lake,Grant County,MN
12718,Elgin,Wabasha County,MN
12719,Elizabeth,Otter Tail County,MN
12720,Elk River,Sherburne County,MN
12721,Elko,Scott County,MN
12722,Elkton,Mower County,MN
12723,Ellendale,Steele County,MN
12724,Ellsworth,Nobles County,MN
12725,Elmore,Faribault County,MN
12726,Elrosa,Stearns County,MN
12727,Ely,Saint Louis County,MN
12728,Elysian,Le Sueur County,MN
12729,Embarrass,Saint Louis County,MN
12730,Emily,Crow Wing County,MN
12731,Emmons,Freeborn County,MN
12732,Erhard,Otter Tail County,MN
12733,Erskine,Polk County,MN
12734,Esko,Carlton County,MN
12735,Essig,Brown County,MN
12736,Euclid,Polk County,MN
12737,Evansville,Douglas County,MN
12738,Eveleth,Saint Louis County,MN
12739,Excelsior,Hennepin County,MN
12740,Eyota,Olmsted County,MN
12741,Fairfax,Renville County,MN
12742,Fairmont,Martin County,MN
12743,Faribault,Rice County,MN
12744,Farmington,Dakota County,MN
12745,Farwell,Pope County,MN
12746,Federal Dam,Cass County,MN
12747,Felton,Clay County,MN
12748,Fergus Falls,Otter Tail County,MN
12749,Fertile,Polk County,MN
12750,Fifty Lakes,Crow Wing County,MN
12751,Finland,Lake County,MN
12752,Finlayson,Pine County,MN
12753,Fisher,Polk County,MN
12754,Flensburg,Morrison County,MN
12755,Flom,Norman County,MN
12756,Floodwood,Saint Louis County,MN
12757,Foley,Benton County,MN
12758,Forbes,Saint Louis County,MN
12759,Forest Lake,Washington County,MN
12760,Foreston,Mille Lacs County,MN
12761,Fort Ripley,Crow Wing County,MN
12762,Fosston,Polk County,MN
12763,Fountain,Fillmore County,MN
12764,Foxhome,Wilkin County,MN
12765,Franklin,Renville County,MN
12766,Frazee,Becker County,MN
12767,Freeborn,Freeborn County,MN
12768,Freeport,Stearns County,MN
12769,Frontenac,Goodhue County,MN
12770,Frost,Faribault County,MN
12771,Fulda,Murray County,MN
12772,Garden City,Blue Earth County,MN
12773,Garfield,Douglas County,MN
12774,Garrison,Crow Wing County,MN
12775,Garvin,Lyon County,MN
12776,Gary,Norman County,MN
12777,Gatzke,Marshall County,MN
12778,Gaylord,Sibley County,MN
12779,Geneva,Freeborn County,MN
12780,Georgetown,Clay County,MN
12781,Ghent,Lyon County,MN
12782,Gibbon,Sibley County,MN
12783,Gilbert,Saint Louis County,MN
12784,Gilman,Benton County,MN
12785,Glencoe,Mcleod County,MN
12786,Glenville,Freeborn County,MN
12787,Glenwood,Pope County,MN
12788,Glyndon,Clay County,MN
12789,Gonvick,Clearwater County,MN
12790,Good Thunder,Blue Earth County,MN
12791,Goodhue,Goodhue County,MN
12792,Goodland,Itasca County,MN
12793,Goodridge,Pennington County,MN
12794,Graceville,Big Stone County,MN
12795,Granada,Martin County,MN
12796,Grand Marais,Cook County,MN
12797,Grand Meadow,Mower County,MN
12798,Grand Portage,Cook County,MN
12799,Grand Rapids,Itasca County,MN
12800,Grandy,Isanti County,MN
12801,Granite Falls,Yellow Medicine County,MN
12802,Grasston,Pine County,MN
12803,Green Isle,Sibley County,MN
12804,Greenbush,Roseau County,MN
12805,Greenwald,Stearns County,MN
12806,Grey Eagle,Todd County,MN
12807,Grove City,Meeker County,MN
12808,Grygla,Marshall County,MN
12809,Gully,Polk County,MN
12810,Hackensack,Cass County,MN
12811,Hallock,Kittson County,MN
12812,Halma,Kittson County,MN
12813,Halstad,Norman County,MN
12814,Hamburg,Carver County,MN
12815,Hamel,Hennepin County,MN
12816,Hampton,Dakota County,MN
12817,Hancock,Stevens County,MN
12818,Hanley Falls,Yellow Medicine County,MN
12819,Hanover,Wright County,MN
12820,Hanska,Brown County,MN
12821,Hardwick,Rock County,MN
12822,Harmony,Fillmore County,MN
12823,Harris,Chisago County,MN
12824,Hartland,Freeborn County,MN
12825,Hastings,Dakota County,MN
12826,Hawick,Kandiyohi County,MN
12827,Hawley,Clay County,MN
12828,Hayfield,Dodge County,MN
12829,Hayward,Freeborn County,MN
12830,Hector,Renville County,MN
12831,Henderson,Sibley County,MN
12832,Hendricks,Lincoln County,MN
12833,Hendrum,Norman County,MN
12834,Henning,Otter Tail County,MN
12835,Henriette,Pine County,MN
12836,Herman,Grant County,MN
12837,Heron Lake,Jackson County,MN
12838,Hewitt,Todd County,MN
12839,Hibbing,Saint Louis County,MN
12840,Hill City,Aitkin County,MN
12841,Hillman,Morrison County,MN
12842,Hills,Rock County,MN
12843,Hinckley,Pine County,MN
12844,Hines,Beltrami County,MN
12845,Hitterdal,Clay County,MN
12846,Hoffman,Grant County,MN
12847,Hokah,Houston County,MN
12848,Holdingford,Stearns County,MN
12849,Holland,Pipestone County,MN
12850,Hollandale,Freeborn County,MN
12851,Holloway,Swift County,MN
12852,Holmes City,Douglas County,MN
12853,Holyoke,Carlton County,MN
12854,Homer,Winona County,MN
12855,Hope,Steele County,MN
12856,Hopkins,Hennepin County,MN
12857,Houston,Houston County,MN
12858,Hovland,Cook County,MN
12859,Howard Lake,Hennepin County,MN
12861,Hoyt Lakes,Saint Louis County,MN
12862,Hugo,Washington County,MN
12863,Humboldt,Kittson County,MN
12864,Huntley,Faribault County,MN
12865,Hutchinson,Mcleod County,MN
12866,Ihlen,Pipestone County,MN
12867,International Falls,Koochiching County,MN
12868,Inver Grove Heights,Dakota County,MN
12869,Iona,Murray County,MN
12870,Iron,Saint Louis County,MN
12871,Ironton,Crow Wing County,MN
12872,Isabella,Lake County,MN
12873,Isanti,Isanti County,MN
12874,Isle,Mille Lacs County,MN
12875,Ivanhoe,Lincoln County,MN
12876,Jackson,Jackson County,MN
12877,Jacobson,Aitkin County,MN
12878,Janesville,Waseca County,MN
12879,Jasper,Pipestone County,MN
12880,Jeffers,Cottonwood County,MN
12881,Jenkins,Crow Wing County,MN
12882,Jordan,Scott County,MN
12883,Kanaranzi,Rock County,MN
12884,Kandiyohi,Kandiyohi County,MN
12885,Karlstad,Kittson County,MN
12886,Kasota,Le Sueur County,MN
12887,Kasson,Dodge County,MN
12888,Keewatin,Itasca County,MN
12889,Kelliher,Beltrami County,MN
12890,Kellogg,Wabasha County,MN
12891,Kennedy,Kittson County,MN
12892,Kenneth,Rock County,MN
12893,Kensington,Douglas County,MN
12894,Kent,Wilkin County,MN
12895,Kenyon,Goodhue County,MN
12896,Kerkhoven,Swift County,MN
12897,Kerrick,Pine County,MN
12898,Kettle River,Carlton County,MN
12899,Kiester,Faribault County,MN
12900,Kilkenny,Le Sueur County,MN
12901,Kimball,Stearns County,MN
12902,Kinney,Saint Louis County,MN
12903,Knife River,Lake County,MN
12904,La Crescent,Houston County,MN
12905,La Salle,Watonwan County,MN
12906,Lafayette,Nicollet County,MN
12907,Lake Benton,Lincoln County,MN
12908,Lake Bronson,Kittson County,MN
12909,Lake City,Wabasha County,MN
12910,Lake Crystal,Blue Earth County,MN
12911,Lake Elmo,Washington County,MN
12912,Lake George,Hubbard County,MN
12913,Lake Hubert,Crow Wing County,MN
12914,Lake Lillian,Kandiyohi County,MN
12915,Lake Park,Becker County,MN
12916,Lake Wilson,Murray County,MN
12917,Lakefield,Jackson County,MN
12918,Lakeland,Washington County,MN
12919,Lakeville,Dakota County,MN
12920,Lamberton,Redwood County,MN
12921,Lancaster,Kittson County,MN
12922,Lanesboro,Fillmore County,MN
12923,Lansing,Mower County,MN
12924,Laporte,Hubbard County,MN
12925,Lastrup,Morrison County,MN
12926,Le Center,Le Sueur County,MN
12927,Le Roy,Mower County,MN
12928,Le Sueur,Le Sueur County,MN
12929,Lengby,Polk County,MN
12930,Leonard,Clearwater County,MN
12931,Leota,Nobles County,MN
12932,Lester Prairie,Mcleod County,MN
12933,Lewiston,Winona County,MN
12934,Lewisville,Watonwan County,MN
12935,Lindstrom,Chisago County,MN
12936,Lismore,Nobles County,MN
12937,Litchfield,Meeker County,MN
12938,Little Falls,Morrison County,MN
12939,Littlefork,Koochiching County,MN
