County,Year,ST,AGEP,FER,GCL,HINS1,JWMNP,JWRIP,JWTR,LANX,MAR,SCH,SCHG,SCHL,WAGP,WKHP,DIS,ESR,OC
San Mateo County,2013,6,42,,2.0,1,45.0,1.0,1.0,2.0,1,1.0,,21.0,120000.0,56.0,2,1.0,0
San Mateo County,2014,6,74,,2.0,1,,,,1.0,1,1.0,,21.0,0.0,,2,6.0,0
San Mateo County,2012,6,76,,2.0,2,,,,1.0,1,1.0,,16.0,0.0,,2,6.0,0
San Diego County,2014,6,49,,2.0,2,20.0,1.0,1.0,1.0,5,1.0,,9.0,0.0,40.0,2,1.0,0
San Diego County,2016,6,15,2.0,,2,,,,2.0,5,2.0,13.0,14.0,0.0,,2,,0
San Diego County,2015,6,36,2.0,2.0,2,20.0,1.0,1.0,2.0,5,1.0,,20.0,25000.0,40.0,2,1.0,0
San Diego County,2015,6,20,,,1,,,,1.0,1,2.0,15.0,19.0,250.0,8.0,2,6.0,0
San Diego County,2012,6,5,,,2,,,,1.0,5,2.0,2.0,1.0,,,2,,1
San Diego County,2012,6,29,1.0,,1,25.0,1.0,1.0,1.0,1,1.0,,18.0,30000.0,40.0,2,1.0,0
San Diego County,2013,6,24,2.0,,2,15.0,1.0,1.0,1.0,5,1.0,,18.0,23500.0,40.0,2,1.0,0
San Diego County,2016,6,46,,2.0,2,45.0,1.0,1.0,1.0,2,1.0,,1.0,45000.0,50.0,2,1.0,0
San Diego County,2016,6,23,,,2,,,11.0,2.0,5,1.0,,18.0,23000.0,48.0,2,4.0,0
San Diego County,2014,6,24,2.0,,2,15.0,1.0,1.0,1.0,5,2.0,15.0,19.0,7000.0,23.0,2,1.0,0
San Diego County,2013,6,33,,2.0,1,10.0,1.0,1.0,1.0,5,1.0,,21.0,54000.0,40.0,2,1.0,0
San Diego County,2014,6,68,,2.0,2,,,,1.0,1,1.0,,21.0,0.0,,2,6.0,0
San Diego County,2015,6,43,2.0,2.0,1,15.0,1.0,1.0,1.0,1,1.0,,18.0,36000.0,40.0,2,1.0,0
San Diego County,2012,6,16,2.0,,2,,,,2.0,5,3.0,13.0,13.0,0.0,,2,6.0,0
San Diego County,2016,6,24,,,1,60.0,1.0,1.0,1.0,5,1.0,,16.0,16500.0,40.0,2,1.0,0
San Diego County,2013,6,6,,,2,,,,1.0,5,1.0,,1.0,,,2,,0
San Diego County,2013,6,63,,1.0,1,75.0,7.0,1.0,1.0,1,1.0,,22.0,97000.0,40.0,2,1.0,0
San Diego County,2013,6,37,2.0,2.0,1,25.0,1.0,1.0,1.0,1,1.0,,19.0,30000.0,35.0,2,1.0,0
San Diego County,2012,6,67,,2.0,1,,,,1.0,3,1.0,,17.0,0.0,,2,6.0,0
San Diego County,2013,6,7,,,2,,,,1.0,5,2.0,3.0,4.0,,,2,,1
San Diego County,2016,6,61,,2.0,2,,,,2.0,2,1.0,,19.0,0.0,,1,6.0,0
San Diego County,2013,6,20,2.0,,2,,,,1.0,5,2.0,15.0,19.0,0.0,,2,3.0,0
San Diego County,2012,6,18,,,1,,,,2.0,5,2.0,14.0,14.0,0.0,,2,6.0,0
San Diego County,2013,6,54,,2.0,2,,,,2.0,3,1.0,,19.0,14900.0,40.0,2,6.0,0
San Diego County,2015,6,50,,2.0,2,15.0,1.0,1.0,2.0,3,1.0,,16.0,100000.0,40.0,2,1.0,0
San Diego County,2014,6,41,2.0,2.0,1,30.0,,2.0,1.0,5,1.0,,16.0,40000.0,40.0,2,1.0,0
San Diego County,2013,6,87,,2.0,2,,,,2.0,2,1.0,,17.0,0.0,,1,6.0,0
San Diego County,2014,6,60,,2.0,2,,,,2.0,3,1.0,,16.0,0.0,,2,6.0,0
San Diego County,2012,6,11,,,1,,,,2.0,5,2.0,7.0,7.0,,,2,,0
San Diego County,2016,6,70,,2.0,2,,,,2.0,1,1.0,,16.0,0.0,,1,6.0,0
San Diego County,2015,6,45,2.0,2.0,2,,,,1.0,5,1.0,,15.0,0.0,,1,6.0,0
San Diego County,2013,6,39,2.0,2.0,2,,,,1.0,5,1.0,,7.0,0.0,,2,6.0,0
San Diego County,2014,6,23,1.0,,2,20.0,1.0,1.0,2.0,5,1.0,,19.0,2000.0,25.0,2,1.0,0
San Diego County,2013,6,73,,2.0,1,15.0,1.0,1.0,1.0,2,1.0,,14.0,27000.0,40.0,1,1.0,0
San Diego County,2016,6,32,,2.0,2,60.0,1.0,1.0,1.0,1,1.0,,16.0,30000.0,40.0,2,1.0,0
San Diego County,2013,6,12,,,2,,,,1.0,5,2.0,9.0,9.0,,,2,,1
San Diego County,2015,6,37,,2.0,1,45.0,1.0,1.0,2.0,3,1.0,,15.0,2600.0,10.0,2,1.0,0
San Diego County,2015,6,52,,2.0,1,25.0,1.0,1.0,2.0,1,1.0,,16.0,40000.0,40.0,2,1.0,0
San Diego County,2014,6,14,,,2,,,,2.0,5,3.0,10.0,10.0,,,2,,1
San Diego County,2014,6,26,,,1,15.0,1.0,1.0,1.0,1,1.0,,16.0,30000.0,26.0,2,1.0,0
San Diego County,2013,6,35,2.0,2.0,1,65.0,3.0,1.0,1.0,1,1.0,,20.0,20000.0,40.0,2,1.0,0
San Diego County,2014,6,63,,2.0,2,,,,2.0,2,1.0,,16.0,0.0,,1,6.0,0
San Diego County,2014,6,70,,2.0,2,,,,1.0,2,1.0,,13.0,0.0,,1,6.0,0
San Diego County,2013,6,9,,,2,,,,1.0,5,2.0,6.0,6.0,,,2,,0
San Diego County,2015,6,29,,,1,15.0,1.0,1.0,1.0,5,1.0,,14.0,16000.0,40.0,2,1.0,0
San Diego County,2016,6,18,2.0,,2,,,,2.0,5,2.0,14.0,16.0,0.0,,2,3.0,0
San Diego County,2016,6,81,,2.0,1,25.0,1.0,1.0,2.0,3,1.0,,16.0,76000.0,40.0,2,1.0,0
San Diego County,2013,6,20,2.0,,1,20.0,1.0,1.0,1.0,5,1.0,,16.0,11000.0,25.0,2,1.0,0
San Diego County,2013,6,13,,,2,,,,1.0,5,2.0,10.0,10.0,,,2,,0
San Diego County,2016,6,34,2.0,2.0,2,141.0,3.0,1.0,1.0,1,1.0,,21.0,11000.0,38.0,2,1.0,0
San Diego County,2014,6,30,,2.0,1,45.0,1.0,1.0,2.0,5,2.0,15.0,19.0,64000.0,60.0,2,1.0,0
San Diego County,2015,6,30,,2.0,2,,,,1.0,1,1.0,,20.0,18800.0,40.0,2,3.0,0
San Diego County,2014,6,31,,2.0,1,10.0,1.0,1.0,1.0,1,1.0,,16.0,17000.0,40.0,2,1.0,0
San Diego County,2016,6,22,,,2,15.0,1.0,1.0,1.0,5,2.0,15.0,19.0,35000.0,40.0,2,1.0,0
Sacramento County,2013,6,73,,2.0,1,,,,2.0,1,1.0,,15.0,0.0,,2,6.0,0
Sacramento County,2014,6,42,,2.0,1,30.0,1.0,1.0,1.0,1,2.0,15.0,19.0,65000.0,60.0,2,1.0,0
Sacramento County,2016,6,2,,,2,,,,,5,,,,,,2,,1
Sacramento County,2012,6,26,2.0,,2,28.0,1.0,1.0,1.0,5,1.0,,15.0,31600.0,25.0,2,1.0,0
Sacramento County,2012,6,55,,2.0,1,15.0,1.0,1.0,1.0,1,1.0,,19.0,52000.0,40.0,2,1.0,0
Sacramento County,2015,6,45,,2.0,1,5.0,1.0,1.0,2.0,1,1.0,,16.0,2400.0,40.0,2,1.0,0
Sacramento County,2016,6,74,,2.0,2,,,,2.0,3,1.0,,19.0,0.0,,1,6.0,0
Sacramento County,2015,6,65,,1.0,2,20.0,1.0,1.0,2.0,2,1.0,,16.0,4500.0,30.0,1,1.0,0
Sacramento County,2013,6,31,,2.0,1,8.0,1.0,1.0,2.0,5,1.0,,17.0,38000.0,40.0,2,1.0,0
Sacramento County,2013,6,17,2.0,,2,,,,1.0,5,2.0,13.0,14.0,0.0,,2,6.0,1
Sacramento County,2016,6,5,,,2,,,,1.0,5,1.0,,1.0,,,2,,1
Sacramento County,2016,6,56,,2.0,1,35.0,1.0,1.0,2.0,3,1.0,,19.0,42000.0,35.0,1,1.0,0
Sacramento County,2016,6,30,,2.0,1,35.0,1.0,1.0,2.0,5,1.0,,16.0,56000.0,40.0,2,1.0,0
Sacramento County,2014,6,33,2.0,2.0,2,,,,2.0,5,3.0,15.0,20.0,0.0,,2,3.0,0
Sacramento County,2016,6,56,,2.0,1,141.0,1.0,1.0,1.0,1,1.0,,18.0,38400.0,32.0,2,1.0,0
Sacramento County,2015,6,12,,,1,,,,2.0,5,2.0,9.0,9.0,,,2,,1
Sacramento County,2016,6,23,,,1,30.0,1.0,1.0,2.0,5,1.0,,17.0,20000.0,35.0,2,1.0,0
Sacramento County,2014,6,80,,2.0,2,,,,2.0,2,1.0,,18.0,0.0,,2,6.0,0
Sacramento County,2015,6,34,2.0,2.0,1,45.0,1.0,1.0,1.0,1,1.0,,20.0,25400.0,45.0,2,1.0,0
Sacramento County,2015,6,13,,,2,,,,1.0,5,2.0,10.0,10.0,,,2,,1
Sacramento County,2016,6,56,,2.0,2,,,,2.0,3,1.0,,17.0,0.0,,1,6.0,0
Sacramento County,2016,6,82,,2.0,2,,,,2.0,3,1.0,,18.0,0.0,,1,6.0,0
Sacramento County,2016,6,87,,2.0,2,,,,2.0,2,1.0,,16.0,0.0,,1,6.0,0
Sacramento County,2016,6,33,,2.0,1,5.0,1.0,1.0,2.0,1,1.0,,16.0,40000.0,40.0,2,1.0,0
Contra Costa County,2016,6,20,2.0,,2,,,,1.0,5,2.0,15.0,16.0,14400.0,24.0,2,6.0,0
Contra Costa County,2014,6,14,,,1,,,,2.0,5,2.0,10.0,10.0,,,2,,1
Contra Costa County,2015,6,1,,,1,,,,,5,,,,,,2,,1
Contra Costa County,2016,6,44,,2.0,1,30.0,1.0,1.0,2.0,5,1.0,,21.0,140000.0,40.0,2,1.0,0
Contra Costa County,2015,6,11,,,1,,,,2.0,5,3.0,7.0,8.0,,,2,,1
Contra Costa County,2016,6,24,2.0,,1,30.0,3.0,1.0,1.0,5,1.0,,21.0,50000.0,40.0,2,1.0,0
Contra Costa County,2016,6,46,2.0,2.0,1,,,,2.0,1,1.0,,23.0,298000.0,40.0,1,2.0,0
Contra Costa County,2012,6,43,2.0,2.0,1,25.0,1.0,1.0,2.0,5,1.0,,20.0,10000.0,22.0,2,1.0,0
Contra Costa County,2012,6,4,,,1,,,,,5,3.0,1.0,1.0,,,2,,1
Contra Costa County,2014,6,0,,,2,,,,,5,,,,,,2,,0
Contra Costa County,2013,6,10,,,1,,,,2.0,5,3.0,4.0,5.0,,,2,,0
Contra Costa County,2012,6,22,2.0,,1,60.0,,4.0,2.0,5,1.0,,21.0,25600.0,40.0,2,1.0,0
Contra Costa County,2015,6,0,,,1,,,,,5,,,,,,2,,1
Contra Costa County,2014,6,26,2.0,,1,,,,2.0,5,1.0,,23.0,2400.0,30.0,2,6.0,0
Contra Costa County,2015,6,76,,2.0,2,,,,2.0,2,1.0,,20.0,0.0,,1,6.0,0
Contra Costa County,2014,6,32,2.0,2.0,1,45.0,1.0,1.0,2.0,1,1.0,,16.0,56000.0,40.0,2,1.0,0
Contra Costa County,2012,6,59,,2.0,1,,,,1.0,1,1.0,,21.0,60000.0,20.0,2,3.0,0
Contra Costa County,2013,6,71,,2.0,2,,,,2.0,1,1.0,,12.0,0.0,,2,6.0,0
Contra Costa County,2016,6,64,,2.0,1,10.0,1.0,1.0,1.0,1,1.0,,24.0,100000.0,40.0,2,1.0,0
Contra Costa County,2012,6,13,,,2,,,,2.0,5,2.0,9.0,9.0,,,2,,1
Contra Costa County,2015,6,8,,,1,,,,2.0,5,2.0,4.0,4.0,,,2,,0
Contra Costa County,2016,6,24,2.0,,1,40.0,1.0,1.0,2.0,5,3.0,16.0,21.0,49000.0,40.0,2,1.0,0
Contra Costa County,2015,6,49,,2.0,1,,,,2.0,1,1.0,,19.0,0.0,,2,6.0,0
Contra Costa County,2014,6,52,,2.0,2,,,,2.0,5,1.0,,1.0,7600.0,30.0,1,6.0,0
Contra Costa County,2015,6,24,,,1,25.0,1.0,1.0,1.0,5,1.0,,19.0,91000.0,40.0,2,1.0,0
Contra Costa County,2013,6,64,,2.0,1,,,,2.0,1,1.0,,24.0,18000.0,40.0,2,6.0,0
Contra Costa County,2015,6,61,,2.0,1,60.0,1.0,1.0,1.0,1,1.0,,24.0,6200.0,22.0,2,1.0,0
Contra Costa County,2015,6,15,2.0,,1,,,,1.0,5,3.0,12.0,13.0,0.0,,2,,1
Contra Costa County,2015,6,32,,2.0,1,15.0,1.0,1.0,2.0,1,1.0,,21.0,25000.0,30.0,2,1.0,0
Contra Costa County,2014,6,8,,,1,,,,2.0,5,2.0,5.0,5.0,,,2,,1
Contra Costa County,2012,6,72,,1.0,2,,,,2.0,3,1.0,,19.0,2500.0,8.0,1,6.0,0
Contra Costa County,2015,6,65,,2.0,1,,,,2.0,3,1.0,,22.0,0.0,,2,6.0,0
Contra Costa County,2016,6,11,,,1,,,,2.0,5,3.0,6.0,7.0,,,2,,0
Contra Costa County,2014,6,85,,2.0,2,,,,2.0,1,1.0,,24.0,0.0,,1,6.0,0
Contra Costa County,2014,6,60,,2.0,1,,,,2.0,1,1.0,,21.0,0.0,,2,3.0,0
Riverside County,2014,6,40,,2.0,2,,,,1.0,4,1.0,,9.0,29000.0,40.0,1,6.0,0
Riverside County,2016,6,41,1.0,2.0,2,,,,1.0,1,1.0,,1.0,8600.0,40.0,2,2.0,0
Riverside County,2014,6,15,2.0,,2,,,,2.0,5,2.0,11.0,11.0,0.0,,1,,1
Riverside County,2015,6,76,,2.0,1,,,,2.0,3,1.0,,18.0,0.0,,2,6.0,0
Riverside County,2014,6,19,,,2,75.0,1.0,1.0,1.0,1,2.0,15.0,18.0,8300.0,25.0,2,1.0,0
Riverside County,2012,6,39,,2.0,2,,,11.0,1.0,1,1.0,,19.0,0.0,40.0,1,1.0,0
Riverside County,2016,6,63,,2.0,2,,,,2.0,1,1.0,,20.0,0.0,,2,6.0,0
Riverside County,2013,6,16,,,1,,,,2.0,5,2.0,12.0,12.0,0.0,,2,6.0,0
Riverside County,2013,6,55,,1.0,2,,,,2.0,1,1.0,,1.0,0.0,,2,6.0,0
Riverside County,2013,6,10,,,2,,,,1.0,5,2.0,7.0,8.0,,,1,,1
Riverside County,2016,6,73,,2.0,2,,,,2.0,3,1.0,,14.0,0.0,,1,6.0,0
Riverside County,2015,6,53,,1.0,1,45.0,1.0,1.0,2.0,1,1.0,,22.0,100000.0,55.0,1,1.0,0
Riverside County,2013,6,44,,2.0,2,45.0,1.0,1.0,1.0,1,1.0,,16.0,34200.0,40.0,2,1.0,0
Riverside County,2015,6,32,,2.0,1,8.0,1.0,1.0,1.0,5,1.0,,12.0,60000.0,40.0,2,1.0,0
Riverside County,2014,6,12,,,1,,,,2.0,5,2.0,9.0,9.0,,,2,,1
Riverside County,2016,6,77,,1.0,2,,,,1.0,1,1.0,,1.0,0.0,,1,6.0,0
Riverside County,2016,6,49,2.0,2.0,1,,,,1.0,1,1.0,,16.0,0.0,,2,6.0,0
Riverside County,2016,6,79,,2.0,2,,,,2.0,3,1.0,,21.0,0.0,,2,6.0,0
Riverside County,2013,6,28,2.0,,2,30.0,3.0,1.0,1.0,3,1.0,,17.0,20000.0,32.0,2,1.0,0
Riverside County,2016,6,74,,2.0,2,,,,2.0,1,1.0,,21.0,0.0,,1,6.0,0
Riverside County,2014,6,60,,2.0,2,,,,2.0,3,1.0,,19.0,10000.0,40.0,2,2.0,0
Riverside County,2012,6,30,,2.0,2,10.0,,9.0,1.0,1,1.0,,21.0,10000.0,20.0,1,1.0,0
Riverside County,2014,6,77,,2.0,2,,,,2.0,5,1.0,,22.0,0.0,,2,6.0,0
Riverside County,2013,6,5,,,2,,,,1.0,5,2.0,2.0,1.0,,,2,,1
Riverside County,2012,6,7,,,2,,,,1.0,5,2.0,4.0,5.0,,,2,,1
Riverside County,2015,6,74,,2.0,1,,,,1.0,5,1.0,,19.0,0.0,,2,6.0,0
Riverside County,2015,6,15,2.0,,2,,,,1.0,5,2.0,10.0,10.0,0.0,,2,,1
Riverside County,2014,6,68,,2.0,2,,,,2.0,3,1.0,,20.0,0.0,,2,6.0,0
Riverside County,2016,6,51,,2.0,2,,,,2.0,1,1.0,,1.0,0.0,,1,6.0,0
Riverside County,2013,6,55,,2.0,1,20.0,1.0,1.0,2.0,3,1.0,,21.0,421000.0,50.0,2,1.0,0
Riverside County,2012,6,60,,2.0,1,30.0,1.0,1.0,2.0,1,1.0,,20.0,403000.0,50.0,2,1.0,0
Riverside County,2013,6,67,,2.0,1,,,,2.0,2,1.0,,21.0,0.0,,2,6.0,0
Riverside County,2013,6,20,,,1,10.0,1.0,1.0,1.0,5,2.0,15.0,16.0,12000.0,35.0,2,1.0,0
Riverside County,2015,6,80,,2.0,2,,,,2.0,1,1.0,,19.0,45000.0,40.0,1,6.0,0
Riverside County,2016,6,59,,2.0,1,15.0,1.0,1.0,2.0,5,1.0,,22.0,144000.0,45.0,2,1.0,0
Riverside County,2012,6,15,2.0,,2,,,,2.0,5,2.0,12.0,13.0,0.0,,2,,1
Riverside County,2013,6,51,,2.0,2,5.0,1.0,1.0,2.0,1,1.0,,18.0,0.0,40.0,1,1.0,0
Riverside County,2013,6,40,2.0,2.0,1,5.0,2.0,1.0,1.0,1,1.0,,24.0,56000.0,24.0,2,1.0,0
Riverside County,2014,6,59,,2.0,1,30.0,1.0,1.0,2.0,5,1.0,,20.0,24000.0,24.0,2,1.0,0
Riverside County,2012,6,6,,,2,,,,2.0,5,2.0,3.0,3.0,,,2,,1
Riverside County,2016,6,72,,2.0,2,,,,1.0,3,1.0,,22.0,0.0,,2,6.0,0
Riverside County,2013,6,56,,2.0,2,,,,2.0,1,1.0,,18.0,0.0,,1,6.0,0
Riverside County,2014,6,45,,2.0,2,,,,2.0,5,1.0,,18.0,0.0,,1,6.0,0
Riverside County,2012,6,28,,,2,15.0,1.0,1.0,2.0,5,1.0,,21.0,16700.0,40.0,2,1.0,0
Riverside County,2014,6,80,,2.0,2,,,,2.0,1,1.0,,22.0,0.0,,2,6.0,0
Riverside County,2014,6,70,,2.0,2,,,,1.0,3,1.0,,15.0,0.0,,2,6.0,0
Riverside County,2015,6,9,,,2,,,,1.0,5,2.0,6.0,7.0,,,2,,1
Riverside County,2016,6,50,2.0,2.0,1,8.0,1.0,1.0,2.0,1,1.0,,23.0,100000.0,45.0,2,1.0,0
Riverside County,2013,6,8,,,2,,,,1.0,5,2.0,4.0,4.0,,,2,,1
Riverside County,2014,6,64,,2.0,2,,,,2.0,1,1.0,,16.0,0.0,,2,6.0,0
Riverside County,2014,6,63,,2.0,2,,,,2.0,5,1.0,,19.0,0.0,,2,6.0,0
Riverside County,2015,6,72,,2.0,1,,,,2.0,1,1.0,,16.0,0.0,,2,6.0,0
Riverside County,2014,6,26,,,2,30.0,,9.0,1.0,1,1.0,,19.0,38200.0,76.0,2,1.0,0
Riverside County,2012,6,49,2.0,2.0,1,,,11.0,2.0,4,1.0,,21.0,75000.0,50.0,2,1.0,0
Riverside County,2015,6,84,,2.0,2,,,,1.0,2,1.0,,15.0,0.0,,2,6.0,0
Riverside County,2015,6,3,,,2,,,,,5,1.0,,1.0,,,2,,0
Riverside County,2016,6,22,1.0,,2,,,,2.0,5,1.0,,16.0,6000.0,40.0,2,3.0,0
Riverside County,2015,6,2,,,2,,,,,5,,,,,,2,,1
Riverside County,2015,6,68,,2.0,1,6.0,1.0,1.0,2.0,3,1.0,,19.0,840.0,6.0,2,1.0,0
Riverside County,2013,6,38,2.0,2.0,1,20.0,3.0,1.0,1.0,1,1.0,,19.0,42000.0,46.0,2,1.0,0
Riverside County,2014,6,6,,,2,,,,1.0,5,2.0,2.0,3.0,,,2,,1
Riverside County,2013,6,64,,2.0,1,20.0,1.0,1.0,1.0,2,1.0,,15.0,30000.0,40.0,2,1.0,0
Riverside County,2016,6,71,,2.0,2,,,,2.0,3,1.0,,22.0,0.0,,2,6.0,0
Riverside County,2015,6,35,2.0,2.0,1,35.0,1.0,1.0,2.0,1,1.0,,21.0,110000.0,55.0,2,1.0,0
Riverside County,2012,6,77,,2.0,2,,,,2.0,3,1.0,,19.0,0.0,,2,6.0,0
Riverside County,2015,6,54,,2.0,2,15.0,,9.0,2.0,5,1.0,,18.0,10000.0,20.0,2,1.0,0
Riverside County,2014,6,69,,2.0,2,,,,1.0,3,1.0,,16.0,0.0,,2,6.0,0
Riverside County,2012,6,40,,2.0,1,30.0,1.0,1.0,1.0,1,1.0,,1.0,4000.0,30.0,2,1.0,0
Riverside County,2016,6,20,2.0,,1,,,,2.0,1,3.0,15.0,19.0,0.0,,2,6.0,0
Riverside County,2014,6,57,,2.0,2,5.0,1.0,1.0,1.0,4,1.0,,20.0,100000.0,30.0,1,1.0,0
Riverside County,2012,6,2,,,2,,,,,5,,,,,,2,,1
Riverside County,2016,6,28,,,2,3.0,1.0,1.0,2.0,1,2.0,15.0,19.0,30000.0,35.0,2,1.0,0
Riverside County,2013,6,60,,2.0,2,30.0,1.0,1.0,2.0,1,1.0,,19.0,200000.0,50.0,2,1.0,0
Riverside County,2013,6,13,,,2,,,,1.0,5,2.0,9.0,10.0,,,2,,1
Riverside County,2012,6,65,,2.0,1,,,,2.0,5,1.0,,20.0,0.0,,2,6.0,0
Riverside County,2013,6,63,,2.0,1,,,,2.0,1,1.0,,18.0,0.0,,1,6.0,0
Riverside County,2013,6,58,,1.0,2,25.0,1.0,1.0,2.0,3,1.0,,20.0,38600.0,48.0,2,1.0,0
Riverside County,2016,6,81,,2.0,2,,,,2.0,3,1.0,,16.0,0.0,,1,6.0,0
Riverside County,2015,6,18,2.0,,1,,,,2.0,5,2.0,15.0,19.0,5000.0,20.0,2,6.0,0
Riverside County,2012,6,71,,2.0,2,,,11.0,2.0,3,1.0,,19.0,0.0,20.0,2,1.0,0
Riverside County,2015,6,55,,2.0,2,,,11.0,2.0,1,3.0,15.0,19.0,90000.0,40.0,2,1.0,0
Riverside County,2016,6,9,,,1,,,,2.0,5,2.0,5.0,6.0,,,2,,1
Riverside County,2012,6,28,,,2,,,,2.0,5,1.0,,16.0,10000.0,40.0,2,3.0,0
Riverside County,2013,6,17,2.0,,1,,,,2.0,5,3.0,13.0,13.0,0.0,,2,6.0,1
Riverside County,2013,6,50,2.0,2.0,1,45.0,1.0,1.0,2.0,1,1.0,,19.0,78000.0,58.0,2,1.0,0
Riverside County,2015,6,66,,2.0,2,,,,2.0,1,1.0,,19.0,0.0,,2,6.0,0
Riverside County,2014,6,41,,2.0,1,60.0,2.0,1.0,2.0,1,1.0,,19.0,85000.0,40.0,2,1.0,0
Riverside County,2014,6,55,,2.0,2,3.0,1.0,1.0,2.0,1,1.0,,16.0,0.0,80.0,2,1.0,0
Riverside County,2015,6,15,2.0,,1,,,,2.0,5,3.0,10.0,11.0,0.0,,2,,0
Riverside County,2015,6,52,,2.0,2,15.0,1.0,1.0,2.0,3,1.0,,18.0,6000.0,40.0,1,1.0,0
Riverside County,2014,6,59,,2.0,1,45.0,1.0,1.0,1.0,1,1.0,,21.0,56000.0,40.0,2,1.0,0
Riverside County,2016,6,9,,,1,,,,1.0,5,2.0,5.0,5.0,,,2,,1
Riverside County,2012,6,32,2.0,2.0,2,,,,2.0,1,1.0,,18.0,0.0,,2,3.0,0
Riverside County,2013,6,54,,2.0,1,,,,1.0,4,1.0,,16.0,0.0,,2,6.0,0
Riverside County,2013,6,60,,2.0,1,60.0,1.0,1.0,1.0,1,1.0,,22.0,80000.0,40.0,2,1.0,0
Riverside County,2015,6,31,,2.0,2,,,,2.0,5,3.0,16.0,21.0,0.0,,2,6.0,0
Riverside County,2016,6,86,,2.0,1,,,,2.0,2,1.0,,23.0,0.0,,1,6.0,0
Riverside County,2014,6,9,,,1,,,,2.0,5,2.0,5.0,5.0,,,1,,1
Riverside County,2014,6,68,,1.0,2,75.0,2.0,1.0,1.0,5,1.0,,16.0,15700.0,23.0,2,1.0,0
Riverside County,2015,6,13,,,1,,,,2.0,5,3.0,9.0,9.0,,,1,,1
Orange County,2015,6,10,,,2,,,,1.0,5,2.0,8.0,8.0,,,1,,1
Orange County,2015,6,73,,1.0,2,,,,2.0,2,1.0,,16.0,0.0,,2,6.0,0
Orange County,2016,6,52,,2.0,2,30.0,1.0,1.0,1.0,1,1.0,,9.0,17000.0,40.0,2,1.0,0
Orange County,2014,6,46,,2.0,2,20.0,1.0,1.0,1.0,1,1.0,,16.0,32000.0,40.0,2,1.0,0
Orange County,2016,6,80,,2.0,2,,,,1.0,2,1.0,,16.0,0.0,,2,6.0,0
Orange County,2013,6,14,,,2,,,,1.0,5,3.0,10.0,11.0,,,2,,1
Orange County,2013,6,64,,2.0,2,,,,1.0,5,1.0,,16.0,0.0,,1,6.0,0
Orange County,2014,6,53,,2.0,2,,,11.0,1.0,1,1.0,,18.0,22300.0,50.0,2,1.0,0
Orange County,2014,6,65,,2.0,2,20.0,1.0,1.0,2.0,1,1.0,,18.0,0.0,16.0,1,1.0,0
Orange County,2015,6,14,,,2,,,,1.0,5,2.0,11.0,11.0,,,2,,1
Orange County,2014,6,6,,,1,,,,1.0,5,2.0,3.0,3.0,,,2,,1
Orange County,2015,6,46,,2.0,2,,,,1.0,5,1.0,,19.0,0.0,,2,3.0,0
Orange County,2012,6,15,,,2,,,,1.0,5,2.0,11.0,11.0,0.0,,2,,1
Orange County,2012,6,47,,2.0,2,,,,1.0,1,1.0,,9.0,0.0,,2,6.0,0
Orange County,2012,6,32,1.0,2.0,1,,,,1.0,1,1.0,,15.0,45000.0,40.0,2,2.0,0
Orange County,2016,6,36,2.0,2.0,1,60.0,1.0,1.0,1.0,5,1.0,,19.0,39000.0,40.0,2,1.0,0
Orange County,2013,6,82,,2.0,2,,,,1.0,5,1.0,,16.0,0.0,,1,6.0,0
Orange County,2016,6,12,,,2,,,,1.0,5,2.0,9.0,9.0,,,2,,1
Orange County,2013,6,39,2.0,2.0,2,30.0,1.0,1.0,1.0,1,1.0,,16.0,6000.0,30.0,2,1.0,0
Orange County,2012,6,17,,,1,,,,1.0,5,2.0,13.0,13.0,0.0,,2,6.0,1
Orange County,2015,6,52,,2.0,2,15.0,2.0,1.0,1.0,1,1.0,,1.0,1500.0,40.0,2,1.0,0
Orange County,2013,6,57,,2.0,1,10.0,,12.0,1.0,1,1.0,,1.0,12000.0,40.0,2,1.0,0
Orange County,2016,6,13,,,2,,,,1.0,5,2.0,10.0,11.0,,,2,,1
Orange County,2013,6,4,,,2,,,,,5,2.0,2.0,3.0,,,2,,1
Orange County,2014,6,27,,,1,3.0,1.0,1.0,1.0,5,1.0,,21.0,57000.0,57.0,2,1.0,0
Orange County,2015,6,49,2.0,2.0,2,5.0,1.0,1.0,1.0,5,1.0,,21.0,0.0,15.0,2,1.0,0
Orange County,2016,6,20,2.0,,2,60.0,,2.0,1.0,5,2.0,15.0,20.0,300.0,10.0,2,1.0,0
Orange County,2016,6,54,,1.0,2,,,,1.0,1,1.0,,11.0,0.0,,2,6.0,0
Orange County,2013,6,34,2.0,2.0,2,,,,1.0,5,1.0,,11.0,0.0,,2,6.0,0
Orange County,2013,6,18,2.0,,2,,,,1.0,5,2.0,15.0,18.0,0.0,,2,3.0,0
Orange County,2014,6,32,2.0,2.0,2,20.0,,2.0,1.0,5,2.0,14.0,15.0,13000.0,35.0,2,1.0,0
Alameda County,2014,6,47,2.0,2.0,1,15.0,1.0,1.0,1.0,1,1.0,,21.0,36200.0,24.0,2,1.0,0
Alameda County,2015,6,48,2.0,2.0,1,142.0,,5.0,2.0,1,1.0,,21.0,150000.0,48.0,2,1.0,0
Alameda County,2016,6,32,2.0,2.0,1,30.0,1.0,1.0,2.0,5,1.0,,20.0,22000.0,38.0,2,1.0,0
